grid_id,休闲POI_密度,办公POI_密度,公共服务POI_密度,交通设施POI_密度,居住POI_密度,总POI密度
2006.0,116.0,12.0,108.0,64.0,16.0,316.0
2007.0,364.0,88.0,224.0,132.0,16.0,824.0
2008.0,668.0,16.0,324.0,100.0,16.0,1124.0
2009.0,28.0,8.0,16.0,52.0,20.0,124.0
2010.0,12.0,0.0,8.0,8.0,0.0,28.0
2011.0,16.0,4.0,0.0,16.0,4.0,40.0
2012.0,0.0,0.0,0.0,28.0,4.0,32.0
2013.0,384.0,44.0,208.0,96.0,76.0,808.0
2014.0,84.0,24.0,40.0,28.0,36.0,212.0
2015.0,0.0,12.0,0.0,4.0,0.0,16.0
2016.0,8.0,12.0,8.0,8.0,12.0,48.0
2017.0,2816.0,1208.0,172.0,4.0,16.0,4216.0
2018.0,120.0,8.0,72.0,68.0,32.0,300.0
2019.0,136.0,60.0,96.0,40.0,16.0,348.0
2020.0,52.0,4.0,28.0,4.0,8.0,96.0
2021.0,8.0,0.0,16.0,32.0,8.0,64.0
2022.0,56.0,4.0,24.0,20.0,16.0,120.0
2023.0,4.0,0.0,8.0,16.0,8.0,36.0
2024.0,32.0,8.0,8.0,36.0,4.0,88.0
2025.0,4.0,0.0,0.0,4.0,8.0,16.0
2026.0,0.0,4.0,12.0,8.0,12.0,36.0
2027.0,8.0,12.0,0.0,0.0,12.0,32.0
2028.0,16.0,4.0,4.0,0.0,0.0,24.0
2029.0,28.0,12.0,12.0,0.0,0.0,52.0
2031.0,8.0,4.0,8.0,0.0,4.0,24.0
2033.0,0.0,0.0,8.0,8.0,0.0,16.0
2034.0,24.0,4.0,12.0,12.0,4.0,56.0
2035.0,8.0,0.0,8.0,0.0,8.0,24.0
2036.0,0.0,4.0,0.0,0.0,4.0,8.0
2037.0,0.0,4.0,8.0,0.0,0.0,12.0
2038.0,8.0,0.0,8.0,0.0,0.0,16.0
2039.0,0.0,16.0,0.0,0.0,0.0,16.0
2040.0,28.0,12.0,48.0,52.0,4.0,144.0
2041.0,12.0,0.0,4.0,8.0,0.0,24.0
2042.0,8.0,4.0,4.0,24.0,8.0,48.0
2043.0,28.0,4.0,20.0,44.0,4.0,100.0
2044.0,72.0,16.0,60.0,28.0,16.0,192.0
2045.0,120.0,20.0,68.0,60.0,20.0,288.0
2046.0,72.0,4.0,88.0,32.0,12.0,208.0
2047.0,132.0,36.0,124.0,60.0,16.0,368.0
2048.0,188.0,24.0,184.0,48.0,20.0,464.0
2049.0,20.0,12.0,48.0,116.0,12.0,208.0
2050.0,140.0,4.0,76.0,68.0,12.0,300.0
2051.0,88.0,12.0,108.0,64.0,16.0,288.0
2052.0,76.0,4.0,56.0,44.0,4.0,184.0
2053.0,468.0,12.0,100.0,84.0,8.0,672.0
2054.0,228.0,12.0,120.0,92.0,64.0,516.0
2055.0,336.0,12.0,272.0,88.0,24.0,732.0
2056.0,152.0,16.0,148.0,92.0,16.0,424.0
2057.0,120.0,44.0,108.0,80.0,20.0,372.0
2058.0,8.0,8.0,20.0,16.0,16.0,68.0
2059.0,0.0,4.0,12.0,20.0,28.0,64.0
2060.0,128.0,40.0,88.0,48.0,16.0,320.0
2061.0,52.0,28.0,24.0,24.0,12.0,140.0
2062.0,248.0,68.0,128.0,60.0,12.0,516.0
2063.0,140.0,72.0,188.0,104.0,36.0,540.0
2064.0,12.0,0.0,12.0,8.0,0.0,32.0
2065.0,12.0,0.0,0.0,12.0,4.0,28.0
2066.0,12.0,0.0,4.0,24.0,0.0,40.0
2067.0,28.0,16.0,4.0,16.0,0.0,64.0
2068.0,8.0,0.0,8.0,28.0,20.0,64.0
2069.0,40.0,56.0,28.0,84.0,44.0,252.0
2070.0,0.0,16.0,12.0,0.0,0.0,28.0
2071.0,40.0,12.0,16.0,28.0,16.0,112.0
2072.0,1108.0,332.0,120.0,132.0,480.0,2172.0
2073.0,28.0,12.0,28.0,16.0,16.0,100.0
2074.0,20.0,12.0,16.0,24.0,16.0,88.0
2075.0,132.0,84.0,40.0,12.0,60.0,328.0
2076.0,56.0,112.0,36.0,4.0,92.0,300.0
2077.0,128.0,24.0,124.0,28.0,12.0,316.0
2078.0,0.0,8.0,12.0,8.0,8.0,36.0
2079.0,0.0,0.0,8.0,16.0,8.0,32.0
2080.0,4.0,0.0,16.0,12.0,4.0,36.0
2081.0,0.0,4.0,12.0,4.0,4.0,24.0
2082.0,4.0,0.0,8.0,0.0,4.0,16.0
2084.0,0.0,8.0,4.0,0.0,0.0,12.0
2086.0,4.0,8.0,0.0,0.0,0.0,12.0
2087.0,8.0,8.0,0.0,0.0,0.0,16.0
2088.0,0.0,0.0,8.0,12.0,0.0,20.0
2091.0,0.0,0.0,0.0,0.0,4.0,4.0
2093.0,4.0,4.0,0.0,0.0,0.0,8.0
2094.0,0.0,8.0,8.0,0.0,0.0,16.0
2095.0,0.0,16.0,52.0,36.0,4.0,108.0
2096.0,172.0,20.0,108.0,84.0,12.0,396.0
2097.0,48.0,12.0,64.0,12.0,12.0,148.0
2098.0,72.0,4.0,68.0,36.0,8.0,188.0
2099.0,104.0,12.0,68.0,36.0,8.0,228.0
2100.0,48.0,8.0,32.0,40.0,4.0,132.0
2101.0,12.0,12.0,8.0,36.0,0.0,68.0
2102.0,12.0,12.0,20.0,20.0,8.0,72.0
2103.0,72.0,16.0,72.0,44.0,12.0,216.0
2104.0,8.0,4.0,12.0,36.0,20.0,80.0
2105.0,188.0,48.0,52.0,76.0,12.0,376.0
2106.0,592.0,72.0,84.0,68.0,20.0,836.0
2107.0,204.0,44.0,164.0,60.0,24.0,496.0
2108.0,320.0,48.0,148.0,92.0,64.0,672.0
2109.0,712.0,48.0,572.0,164.0,52.0,1548.0
2110.0,60.0,16.0,80.0,64.0,16.0,236.0
2111.0,100.0,16.0,100.0,52.0,24.0,292.0
2112.0,28.0,20.0,44.0,36.0,8.0,136.0
2113.0,24.0,8.0,20.0,28.0,0.0,80.0
2114.0,4.0,16.0,28.0,20.0,44.0,112.0
2115.0,4.0,16.0,8.0,16.0,0.0,44.0
2116.0,0.0,0.0,8.0,8.0,4.0,20.0
2117.0,24.0,72.0,24.0,56.0,16.0,192.0
2118.0,4.0,140.0,12.0,16.0,4.0,176.0
2119.0,8.0,0.0,4.0,8.0,0.0,20.0
2120.0,0.0,4.0,0.0,12.0,0.0,16.0
2121.0,0.0,0.0,0.0,24.0,0.0,24.0
2122.0,0.0,8.0,40.0,12.0,0.0,60.0
2123.0,1224.0,8.0,52.0,92.0,4.0,1380.0
2124.0,20.0,8.0,8.0,24.0,12.0,72.0
2125.0,4.0,0.0,0.0,8.0,0.0,12.0
2126.0,256.0,24.0,44.0,128.0,12.0,464.0
2127.0,1124.0,484.0,116.0,76.0,116.0,1916.0
2128.0,936.0,468.0,60.0,32.0,8.0,1504.0
2129.0,0.0,12.0,12.0,20.0,20.0,64.0
2130.0,20.0,40.0,16.0,28.0,32.0,136.0
2131.0,180.0,80.0,108.0,36.0,84.0,488.0
2132.0,4.0,12.0,12.0,24.0,4.0,56.0
2133.0,4.0,24.0,8.0,20.0,12.0,68.0
2134.0,0.0,0.0,8.0,16.0,4.0,28.0
2135.0,44.0,8.0,20.0,44.0,0.0,116.0
2136.0,4.0,16.0,8.0,8.0,8.0,44.0
2137.0,0.0,20.0,8.0,0.0,4.0,32.0
2138.0,0.0,4.0,0.0,0.0,0.0,4.0
2139.0,0.0,20.0,0.0,0.0,4.0,24.0
2140.0,16.0,4.0,16.0,0.0,0.0,36.0
2141.0,12.0,8.0,0.0,0.0,0.0,20.0
2142.0,0.0,0.0,0.0,20.0,0.0,20.0
2144.0,8.0,4.0,4.0,8.0,0.0,24.0
2145.0,0.0,8.0,0.0,0.0,0.0,8.0
2147.0,0.0,4.0,0.0,0.0,0.0,4.0
2148.0,24.0,28.0,20.0,16.0,0.0,88.0
2149.0,8.0,8.0,8.0,4.0,4.0,32.0
2150.0,4.0,28.0,0.0,4.0,4.0,40.0
2151.0,144.0,40.0,28.0,32.0,8.0,252.0
2152.0,252.0,12.0,160.0,64.0,8.0,496.0
2153.0,152.0,8.0,48.0,44.0,8.0,260.0
2154.0,0.0,16.0,16.0,8.0,4.0,44.0
2155.0,12.0,20.0,4.0,12.0,0.0,48.0
2156.0,48.0,84.0,40.0,80.0,20.0,272.0
2157.0,540.0,64.0,216.0,104.0,16.0,940.0
2158.0,56.0,84.0,92.0,80.0,8.0,320.0
2159.0,36.0,8.0,20.0,16.0,12.0,92.0
2160.0,20.0,24.0,40.0,12.0,12.0,108.0
2161.0,64.0,32.0,12.0,12.0,20.0,140.0
2162.0,328.0,152.0,132.0,60.0,80.0,752.0
2163.0,820.0,332.0,524.0,140.0,316.0,2132.0
2164.0,208.0,60.0,132.0,56.0,44.0,500.0
2165.0,0.0,8.0,4.0,0.0,4.0,16.0
2166.0,456.0,68.0,260.0,60.0,32.0,876.0
2167.0,256.0,60.0,92.0,48.0,8.0,464.0
2168.0,16.0,20.0,88.0,56.0,20.0,200.0
2169.0,40.0,12.0,44.0,176.0,8.0,280.0
2170.0,4.0,8.0,4.0,16.0,8.0,40.0
2171.0,0.0,4.0,0.0,12.0,8.0,24.0
2172.0,4.0,4.0,0.0,12.0,0.0,20.0
2173.0,8.0,4.0,16.0,20.0,8.0,56.0
2174.0,12.0,0.0,16.0,52.0,44.0,124.0
2175.0,8.0,0.0,32.0,40.0,0.0,80.0
2176.0,40.0,24.0,56.0,60.0,32.0,212.0
2177.0,400.0,44.0,200.0,84.0,44.0,772.0
2178.0,16.0,32.0,32.0,36.0,64.0,180.0
2179.0,0.0,0.0,0.0,0.0,4.0,4.0
2180.0,4.0,4.0,0.0,4.0,0.0,12.0
2181.0,12.0,8.0,8.0,0.0,8.0,36.0
2182.0,1352.0,624.0,148.0,28.0,68.0,2220.0
2183.0,1508.0,720.0,144.0,52.0,16.0,2440.0
2184.0,0.0,0.0,8.0,0.0,16.0,24.0
2185.0,4.0,8.0,4.0,4.0,0.0,20.0
2186.0,68.0,28.0,12.0,28.0,8.0,144.0
2187.0,360.0,20.0,72.0,8.0,12.0,472.0
2188.0,48.0,8.0,28.0,12.0,16.0,112.0
2189.0,4.0,8.0,12.0,20.0,8.0,52.0
2190.0,80.0,4.0,52.0,16.0,4.0,156.0
2191.0,40.0,4.0,48.0,32.0,12.0,136.0
2192.0,0.0,8.0,0.0,0.0,0.0,8.0
2194.0,0.0,0.0,4.0,0.0,0.0,4.0
2195.0,92.0,32.0,36.0,12.0,0.0,172.0
2198.0,0.0,4.0,4.0,8.0,4.0,20.0
2199.0,0.0,0.0,0.0,4.0,0.0,4.0
2200.0,12.0,20.0,0.0,8.0,0.0,40.0
2201.0,16.0,28.0,4.0,0.0,0.0,48.0
2202.0,112.0,24.0,68.0,20.0,8.0,232.0
2203.0,80.0,16.0,24.0,0.0,4.0,124.0
2204.0,8.0,12.0,0.0,0.0,0.0,20.0
2205.0,0.0,12.0,0.0,0.0,0.0,12.0
2206.0,0.0,0.0,4.0,4.0,0.0,8.0
2207.0,0.0,12.0,0.0,4.0,0.0,16.0
2210.0,0.0,8.0,0.0,0.0,0.0,8.0
2212.0,4.0,0.0,0.0,0.0,0.0,4.0
2213.0,8.0,4.0,16.0,8.0,8.0,44.0
2214.0,52.0,40.0,52.0,32.0,12.0,188.0
2215.0,372.0,80.0,220.0,100.0,44.0,816.0
2216.0,152.0,24.0,120.0,48.0,8.0,352.0
2217.0,92.0,16.0,64.0,80.0,24.0,276.0
2218.0,88.0,28.0,100.0,116.0,48.0,380.0
2219.0,344.0,112.0,244.0,168.0,56.0,924.0
2220.0,452.0,72.0,204.0,132.0,44.0,904.0
2221.0,296.0,40.0,252.0,156.0,280.0,1024.0
2222.0,28.0,28.0,148.0,40.0,12.0,256.0
2223.0,228.0,36.0,180.0,20.0,20.0,484.0
2224.0,16.0,0.0,28.0,4.0,4.0,52.0
2225.0,116.0,32.0,160.0,68.0,52.0,428.0
2226.0,48.0,20.0,24.0,8.0,8.0,108.0
2227.0,64.0,108.0,44.0,44.0,8.0,268.0
2228.0,4.0,4.0,4.0,20.0,0.0,32.0
2229.0,4.0,0.0,8.0,4.0,0.0,16.0
2230.0,20.0,0.0,8.0,0.0,0.0,28.0
2231.0,4.0,0.0,4.0,20.0,8.0,36.0
2232.0,0.0,0.0,8.0,20.0,8.0,36.0
2233.0,64.0,32.0,60.0,48.0,12.0,216.0
2234.0,20.0,28.0,20.0,36.0,24.0,128.0
2235.0,4.0,4.0,12.0,32.0,12.0,64.0
2236.0,44.0,24.0,20.0,8.0,12.0,108.0
2237.0,52.0,4.0,16.0,0.0,4.0,76.0
2238.0,0.0,4.0,4.0,4.0,0.0,12.0
2239.0,1056.0,504.0,132.0,40.0,0.0,1732.0
2240.0,644.0,352.0,84.0,48.0,8.0,1136.0
2241.0,0.0,4.0,4.0,32.0,0.0,40.0
2242.0,4.0,12.0,20.0,4.0,12.0,52.0
2243.0,0.0,12.0,12.0,12.0,20.0,56.0
2244.0,216.0,40.0,124.0,4.0,48.0,432.0
2245.0,32.0,12.0,16.0,20.0,8.0,88.0
2246.0,64.0,0.0,32.0,24.0,16.0,136.0
2247.0,16.0,4.0,28.0,24.0,0.0,72.0
2248.0,144.0,4.0,64.0,32.0,4.0,248.0
2249.0,0.0,8.0,0.0,0.0,0.0,8.0
2250.0,44.0,8.0,20.0,20.0,4.0,96.0
2251.0,12.0,8.0,24.0,4.0,4.0,52.0
2252.0,96.0,12.0,64.0,4.0,16.0,192.0
2253.0,4.0,28.0,12.0,0.0,0.0,44.0
2254.0,0.0,4.0,4.0,0.0,0.0,8.0
2255.0,0.0,12.0,0.0,0.0,0.0,12.0
2257.0,4.0,8.0,0.0,20.0,0.0,32.0
2259.0,4.0,0.0,0.0,0.0,0.0,4.0
2260.0,0.0,0.0,4.0,0.0,0.0,4.0
2262.0,4.0,24.0,4.0,0.0,0.0,32.0
2263.0,0.0,8.0,8.0,4.0,0.0,20.0
2264.0,4.0,4.0,0.0,0.0,0.0,8.0
2265.0,0.0,8.0,0.0,0.0,0.0,8.0
2266.0,0.0,4.0,0.0,4.0,0.0,8.0
2267.0,0.0,4.0,0.0,0.0,0.0,4.0
2271.0,0.0,0.0,0.0,12.0,0.0,12.0
2272.0,0.0,4.0,0.0,0.0,0.0,4.0
2273.0,8.0,4.0,0.0,8.0,8.0,28.0
2274.0,4.0,8.0,4.0,0.0,0.0,16.0
2275.0,40.0,16.0,16.0,24.0,20.0,116.0
2276.0,284.0,48.0,188.0,108.0,28.0,656.0
2277.0,776.0,60.0,280.0,228.0,76.0,1420.0
2278.0,640.0,80.0,412.0,144.0,72.0,1348.0
2279.0,176.0,260.0,220.0,208.0,68.0,932.0
2280.0,356.0,128.0,232.0,188.0,80.0,984.0
2281.0,356.0,28.0,292.0,120.0,376.0,1172.0
2282.0,148.0,12.0,156.0,8.0,36.0,360.0
2283.0,1748.0,176.0,392.0,144.0,56.0,2516.0
2284.0,272.0,12.0,264.0,112.0,20.0,680.0
2285.0,724.0,124.0,404.0,116.0,80.0,1448.0
2286.0,92.0,108.0,104.0,24.0,56.0,384.0
2287.0,40.0,0.0,8.0,40.0,16.0,104.0
2288.0,8.0,0.0,4.0,4.0,0.0,16.0
2289.0,20.0,0.0,16.0,0.0,0.0,36.0
2290.0,0.0,0.0,8.0,0.0,0.0,8.0
2291.0,0.0,0.0,4.0,0.0,0.0,4.0
2292.0,36.0,8.0,28.0,8.0,0.0,80.0
2293.0,68.0,16.0,40.0,68.0,16.0,208.0
2294.0,64.0,0.0,28.0,32.0,8.0,132.0
2295.0,20.0,12.0,8.0,20.0,4.0,64.0
2296.0,668.0,100.0,20.0,48.0,20.0,856.0
2297.0,260.0,132.0,32.0,12.0,4.0,440.0
2298.0,0.0,20.0,0.0,8.0,12.0,40.0
2299.0,0.0,8.0,4.0,0.0,0.0,12.0
2300.0,0.0,0.0,20.0,12.0,4.0,36.0
2301.0,0.0,0.0,0.0,4.0,12.0,16.0
2302.0,44.0,8.0,24.0,16.0,16.0,108.0
2303.0,164.0,8.0,40.0,12.0,12.0,236.0
2304.0,716.0,112.0,316.0,16.0,84.0,1244.0
2305.0,136.0,20.0,64.0,8.0,8.0,236.0
2306.0,52.0,4.0,16.0,12.0,4.0,88.0
2307.0,8.0,12.0,4.0,8.0,4.0,36.0
2308.0,36.0,24.0,20.0,16.0,4.0,100.0
2309.0,100.0,4.0,20.0,12.0,12.0,148.0
2310.0,0.0,4.0,0.0,0.0,0.0,4.0
2311.0,0.0,16.0,8.0,8.0,4.0,36.0
2312.0,8.0,8.0,4.0,8.0,0.0,28.0
2313.0,12.0,0.0,12.0,4.0,0.0,28.0
2321.0,4.0,28.0,12.0,0.0,0.0,44.0
2322.0,0.0,4.0,0.0,0.0,0.0,4.0
2323.0,0.0,4.0,4.0,8.0,0.0,16.0
2324.0,0.0,4.0,4.0,0.0,0.0,8.0
2326.0,8.0,0.0,0.0,8.0,4.0,20.0
2327.0,0.0,8.0,0.0,0.0,0.0,8.0
2328.0,4.0,0.0,0.0,0.0,0.0,4.0
2329.0,0.0,4.0,0.0,0.0,0.0,4.0
2330.0,16.0,0.0,0.0,4.0,0.0,20.0
2332.0,4.0,0.0,8.0,20.0,4.0,36.0
2333.0,0.0,8.0,16.0,8.0,4.0,36.0
2334.0,4.0,4.0,4.0,4.0,0.0,16.0
2335.0,0.0,16.0,0.0,0.0,0.0,16.0
2336.0,4.0,16.0,0.0,0.0,0.0,20.0
2337.0,128.0,16.0,68.0,56.0,16.0,284.0
2338.0,176.0,24.0,96.0,40.0,28.0,364.0
2339.0,500.0,60.0,240.0,148.0,48.0,996.0
2340.0,352.0,128.0,156.0,184.0,76.0,896.0
2341.0,116.0,40.0,112.0,96.0,44.0,408.0
2342.0,1684.0,36.0,436.0,232.0,216.0,2604.0
2343.0,1368.0,96.0,452.0,120.0,440.0,2476.0
2344.0,128.0,72.0,428.0,56.0,20.0,704.0
2345.0,248.0,16.0,240.0,88.0,24.0,616.0
2346.0,384.0,84.0,228.0,44.0,36.0,776.0
2347.0,308.0,112.0,172.0,24.0,20.0,636.0
2348.0,12.0,4.0,8.0,24.0,8.0,56.0
2349.0,4.0,4.0,4.0,4.0,4.0,20.0
2350.0,20.0,0.0,8.0,4.0,0.0,32.0
2351.0,128.0,4.0,120.0,52.0,4.0,308.0
2352.0,32.0,8.0,44.0,44.0,20.0,148.0
2353.0,124.0,4.0,92.0,40.0,36.0,296.0
2354.0,116.0,4.0,36.0,32.0,4.0,192.0
2355.0,0.0,0.0,8.0,4.0,4.0,16.0
2356.0,4.0,0.0,0.0,0.0,0.0,4.0
2357.0,0.0,20.0,8.0,0.0,0.0,28.0
2358.0,116.0,20.0,28.0,0.0,4.0,168.0
2359.0,8.0,0.0,12.0,20.0,0.0,40.0
2360.0,84.0,24.0,44.0,24.0,4.0,180.0
2361.0,220.0,40.0,60.0,64.0,56.0,440.0
2362.0,16.0,12.0,20.0,56.0,4.0,108.0
2363.0,12.0,4.0,32.0,20.0,20.0,88.0
2364.0,128.0,100.0,44.0,16.0,56.0,344.0
2365.0,388.0,20.0,220.0,20.0,108.0,756.0
2366.0,8.0,4.0,8.0,20.0,0.0,40.0
2367.0,0.0,4.0,4.0,0.0,0.0,8.0
2368.0,24.0,4.0,12.0,16.0,4.0,60.0
2369.0,8.0,8.0,16.0,16.0,0.0,48.0
2370.0,0.0,8.0,0.0,0.0,0.0,8.0
2371.0,0.0,4.0,0.0,0.0,4.0,8.0
2372.0,0.0,0.0,4.0,4.0,0.0,8.0
2374.0,8.0,8.0,8.0,8.0,0.0,32.0
2375.0,8.0,4.0,8.0,0.0,0.0,20.0
2377.0,8.0,0.0,0.0,0.0,0.0,8.0
2378.0,0.0,0.0,8.0,12.0,0.0,20.0
2382.0,0.0,0.0,4.0,0.0,0.0,4.0
2383.0,0.0,0.0,0.0,4.0,0.0,4.0
2385.0,16.0,16.0,4.0,0.0,0.0,36.0
2386.0,28.0,16.0,0.0,0.0,0.0,44.0
2387.0,20.0,24.0,0.0,0.0,0.0,44.0
2388.0,16.0,4.0,0.0,4.0,0.0,24.0
2389.0,16.0,8.0,0.0,0.0,0.0,24.0
2390.0,8.0,8.0,0.0,20.0,0.0,36.0
2391.0,488.0,8.0,176.0,40.0,128.0,840.0
2392.0,288.0,4.0,48.0,32.0,4.0,376.0
2393.0,0.0,0.0,0.0,8.0,0.0,8.0
2394.0,0.0,0.0,0.0,4.0,4.0,8.0
2395.0,0.0,8.0,0.0,0.0,0.0,8.0
2397.0,0.0,0.0,0.0,4.0,4.0,8.0
2398.0,12.0,4.0,4.0,0.0,0.0,20.0
2399.0,68.0,8.0,36.0,64.0,4.0,180.0
2400.0,152.0,44.0,96.0,52.0,16.0,360.0
2401.0,392.0,36.0,400.0,144.0,32.0,1004.0
2402.0,144.0,16.0,108.0,48.0,12.0,328.0
2403.0,128.0,36.0,104.0,40.0,32.0,340.0
2404.0,384.0,44.0,192.0,108.0,16.0,744.0
2405.0,384.0,52.0,208.0,100.0,32.0,776.0
2406.0,164.0,44.0,60.0,116.0,16.0,400.0
2407.0,4.0,12.0,20.0,72.0,8.0,116.0
2408.0,28.0,24.0,24.0,20.0,8.0,104.0
2409.0,468.0,32.0,212.0,68.0,36.0,816.0
2410.0,16.0,28.0,36.0,16.0,16.0,112.0
2411.0,432.0,80.0,172.0,76.0,28.0,788.0
2412.0,80.0,20.0,56.0,8.0,4.0,168.0
2413.0,36.0,4.0,12.0,4.0,0.0,56.0
2414.0,16.0,8.0,12.0,0.0,0.0,36.0
2415.0,64.0,20.0,16.0,4.0,4.0,108.0
2417.0,12.0,0.0,0.0,0.0,0.0,12.0
2418.0,0.0,4.0,36.0,0.0,0.0,40.0
2419.0,0.0,32.0,8.0,28.0,4.0,72.0
2420.0,36.0,4.0,52.0,4.0,4.0,100.0
2421.0,60.0,32.0,52.0,24.0,16.0,184.0
2422.0,52.0,140.0,44.0,100.0,84.0,420.0
2423.0,32.0,136.0,44.0,32.0,12.0,256.0
2424.0,56.0,136.0,48.0,84.0,16.0,340.0
2425.0,16.0,4.0,12.0,20.0,0.0,52.0
2426.0,48.0,0.0,8.0,4.0,12.0,72.0
2427.0,0.0,0.0,4.0,4.0,0.0,8.0
2428.0,52.0,8.0,24.0,24.0,8.0,116.0
2429.0,0.0,12.0,16.0,0.0,0.0,28.0
2430.0,0.0,4.0,4.0,0.0,0.0,8.0
2431.0,0.0,12.0,4.0,8.0,0.0,24.0
2432.0,0.0,4.0,4.0,4.0,0.0,12.0
2434.0,0.0,24.0,8.0,8.0,0.0,40.0
2435.0,20.0,8.0,0.0,4.0,0.0,32.0
2438.0,0.0,4.0,0.0,0.0,0.0,4.0
2439.0,8.0,0.0,0.0,0.0,0.0,8.0
2440.0,8.0,4.0,0.0,0.0,0.0,12.0
2442.0,4.0,4.0,0.0,0.0,0.0,8.0
2444.0,4.0,4.0,4.0,0.0,0.0,12.0
2445.0,24.0,28.0,16.0,0.0,12.0,80.0
2446.0,60.0,20.0,40.0,12.0,60.0,192.0
2447.0,368.0,8.0,196.0,20.0,276.0,868.0
2448.0,280.0,0.0,64.0,8.0,108.0,460.0
2450.0,8.0,0.0,0.0,0.0,4.0,12.0
2451.0,0.0,4.0,0.0,0.0,0.0,4.0
2452.0,8.0,4.0,0.0,0.0,0.0,12.0
2453.0,0.0,8.0,4.0,4.0,0.0,16.0
2454.0,4.0,4.0,0.0,0.0,4.0,12.0
2455.0,4.0,0.0,4.0,0.0,0.0,8.0
2456.0,4.0,16.0,0.0,0.0,0.0,20.0
2457.0,84.0,104.0,68.0,68.0,4.0,328.0
2458.0,12.0,20.0,32.0,56.0,12.0,132.0
2459.0,16.0,0.0,8.0,12.0,4.0,40.0
2460.0,96.0,28.0,88.0,68.0,28.0,308.0
2461.0,256.0,32.0,176.0,92.0,28.0,584.0
2462.0,88.0,8.0,128.0,28.0,8.0,260.0
2463.0,0.0,0.0,8.0,0.0,4.0,12.0
2464.0,120.0,24.0,100.0,40.0,24.0,308.0
2465.0,308.0,124.0,204.0,56.0,36.0,728.0
2466.0,44.0,16.0,16.0,4.0,0.0,80.0
2467.0,0.0,16.0,4.0,16.0,16.0,52.0
2468.0,36.0,16.0,24.0,8.0,0.0,84.0
2469.0,16.0,8.0,28.0,8.0,0.0,60.0
2470.0,16.0,20.0,4.0,8.0,0.0,48.0
2471.0,12.0,4.0,12.0,12.0,0.0,40.0
2472.0,0.0,8.0,20.0,12.0,0.0,40.0
2473.0,4.0,0.0,0.0,0.0,0.0,4.0
2474.0,0.0,8.0,140.0,0.0,0.0,148.0
2475.0,16.0,28.0,48.0,20.0,0.0,112.0
2476.0,0.0,4.0,4.0,0.0,0.0,8.0
2477.0,8.0,0.0,0.0,32.0,12.0,52.0
2478.0,68.0,8.0,24.0,4.0,12.0,116.0
2479.0,32.0,20.0,12.0,8.0,8.0,80.0
2480.0,16.0,12.0,16.0,24.0,4.0,72.0
2481.0,0.0,4.0,0.0,0.0,0.0,4.0
2482.0,4.0,8.0,12.0,8.0,12.0,44.0
2483.0,0.0,4.0,0.0,12.0,0.0,16.0
2484.0,24.0,84.0,20.0,76.0,20.0,224.0
2485.0,28.0,20.0,40.0,40.0,4.0,132.0
2486.0,4.0,0.0,20.0,16.0,0.0,40.0
2487.0,0.0,8.0,4.0,0.0,0.0,12.0
2488.0,0.0,0.0,0.0,12.0,4.0,16.0
2489.0,0.0,0.0,4.0,4.0,0.0,8.0
2491.0,24.0,4.0,12.0,4.0,0.0,44.0
2496.0,16.0,4.0,4.0,0.0,4.0,28.0
2497.0,0.0,4.0,0.0,0.0,0.0,4.0
2498.0,4.0,0.0,0.0,0.0,0.0,4.0
2500.0,20.0,0.0,4.0,0.0,8.0,32.0
2501.0,4.0,0.0,0.0,0.0,0.0,4.0
2502.0,28.0,0.0,12.0,12.0,20.0,72.0
2503.0,268.0,32.0,124.0,12.0,160.0,596.0
2504.0,52.0,36.0,28.0,0.0,16.0,132.0
2505.0,0.0,8.0,8.0,0.0,0.0,16.0
2506.0,4.0,0.0,0.0,0.0,0.0,4.0
2508.0,4.0,4.0,0.0,4.0,0.0,12.0
2509.0,0.0,0.0,4.0,4.0,0.0,8.0
2511.0,0.0,0.0,0.0,4.0,4.0,8.0
2512.0,0.0,16.0,8.0,0.0,0.0,24.0
2513.0,32.0,56.0,40.0,4.0,0.0,132.0
2514.0,0.0,0.0,8.0,0.0,0.0,8.0
2515.0,8.0,12.0,12.0,24.0,8.0,64.0
2516.0,0.0,8.0,4.0,8.0,8.0,28.0
2517.0,28.0,0.0,36.0,60.0,16.0,140.0
2518.0,0.0,8.0,8.0,28.0,0.0,44.0
2519.0,0.0,0.0,0.0,4.0,0.0,4.0
2520.0,0.0,4.0,0.0,12.0,12.0,28.0
2521.0,0.0,0.0,4.0,0.0,4.0,8.0
2522.0,32.0,36.0,28.0,12.0,0.0,108.0
2523.0,4.0,4.0,4.0,4.0,4.0,20.0
2524.0,12.0,0.0,0.0,4.0,4.0,20.0
2525.0,0.0,8.0,4.0,8.0,0.0,20.0
2528.0,0.0,12.0,0.0,8.0,0.0,20.0
2529.0,16.0,16.0,0.0,12.0,0.0,44.0
2530.0,40.0,24.0,24.0,8.0,4.0,100.0
2531.0,60.0,12.0,44.0,8.0,8.0,132.0
2532.0,8.0,0.0,12.0,16.0,8.0,44.0
2533.0,0.0,12.0,20.0,20.0,0.0,52.0
2534.0,8.0,0.0,4.0,4.0,4.0,20.0
2535.0,72.0,12.0,16.0,4.0,0.0,104.0
2536.0,36.0,4.0,20.0,16.0,4.0,80.0
2537.0,12.0,12.0,16.0,16.0,0.0,56.0
2538.0,0.0,12.0,0.0,8.0,4.0,24.0
